movieId,tmdbId,title,genres,avgRatingMl,year,ratingTmdb,voteCount,adult,budget,revenue,popularity,runtime
5313,9334,"Scorpion King, The (2002)",Action|Adventure|Fantasy,5.3,2002,5.3,1033,FALSE,60000000,165333180,17.625003,92
5314,36093,Behind the Sun (Abril Despedaçado) (2001),Drama,6.8,2001,6.5,37,FALSE,0,0,2.066158,105
5315,35694,Chelsea Walls (2001),Drama,4.9,2001,4,3,FALSE,0,0,0.627368,109
5316,10491,Enigma (2001),Romance|Thriller,6.9,2001,6.1,95,FALSE,0,15705007,6.941179,119
5317,70054,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",Drama,5.2,2000,4.5,3,FALSE,0,0,0.626424,102
5318,18323,Joshua (2002),Drama,6.3,2002,7.4,8,FALSE,0,1347988,1.220366,91
5319,18079,Nine Queens (Nueve reinas) (2000),Crime|Thriller,7.9,2000,7.4,186,FALSE,1500000,0,7.482836,114
5321,35337,"Triumph of Love, The (2001)",Comedy,5.6,2001,5.8,6,FALSE,0,0,0.814671,112
5323,11470,Jason X (2002),Horror|Sci-Fi|Thriller,4.2,2002,4.6,369,FALSE,11000000,16951798,6.485375,91
5324,16643,Life or Something Like It (2002),Comedy|Romance,5.9,2002,5.5,168,FALSE,40000000,16872671,7.318859,103
5325,1282,Dogtown and Z-Boyz (2001),Documentary,7.5,2001,7.1,60,FALSE,0,0,3.724755,91
5326,21220,"Frank McKlusky, C.I. (2002)",Comedy,3.6,2002,3.3,4,FALSE,0,0,1.910853,83
5327,52717,In Praise of Love (Éloge de l'amour) (2001),Drama,5.9,2001,6.5,9,FALSE,0,0,0.640224,97
5328,69324,Rain (2001),Drama|Romance,6.5,2001,6,7,FALSE,0,0,0.400656,92
5329,11468,"Salton Sea, The (2002)",Crime|Drama|Thriller,7.2,2002,6.8,133,FALSE,18000000,676698,7.560883,103
5330,292917,Some Body (2001),Drama,6,2001,8,1,FALSE,0,0,0.594161,77
5331,19085,Vulgar (2000),Drama,4.6,2000,5.3,18,FALSE,120000,14904,1.760909,87
5332,73462,"Aviator, The (1985)",Adventure,6.2,1985,5.7,6,FALSE,0,1304192,1.062142,96
5333,26030,Bob le Flambeur (1955),Crime|Drama,7.8,1955,7.4,62,FALSE,0,41010,4.297294,103
5334,10164,Cadillac Man (1990),Comedy|Crime,5.6,1990,5.3,63,FALSE,0,27575086,4.319334,97
5335,42048,"Coca-Cola Kid, The (1985)",Comedy|Romance,6.3,1985,5.8,18,FALSE,0,0,2.530294,98
5336,62001,Cuba (1979),Action|Adventure|War,5.9,1979,5.3,12,FALSE,0,0,1.83778,122
5337,28117,Delirious (1991),Comedy,5.8,1991,5.6,37,FALSE,18000000,5546827,3.037797,96
5338,40555,Full Moon in Blue Water (1988),Drama,5.5,1988,5.7,3,FALSE,0,0,0.822562,95
5339,28384,Husbands and Wives (1992),Comedy|Drama,7.6,1992,6.8,117,FALSE,0,0,7.360416,108
5340,46691,Joe (1970),Drama,6.9,1970,5.8,10,FALSE,106000,19319254,1.73564,107
5341,27094,Lenny (1974),Drama,7.6,1974,7.1,53,FALSE,0,0,3.34995,111
5342,26725,Nomads (1986),Horror|Mystery|Thriller,5.3,1986,5.2,28,FALSE,2278264,0,4.089123,93
5343,17168,"Temp, The (1993)",Drama|Thriller,4.9,1993,5.1,13,FALSE,15000000,0,3.852886,99
5344,48482,Thief of Hearts (1984),Drama|Thriller,5.3,1984,5.3,18,FALSE,9000000,10364904,1.801813,100
5345,56179,Triumph of the Spirit (1989),Drama,6.6,1989,7.2,14,FALSE,0,0,1.750927,120
5346,5203,Wild Orchid (1990),Drama|Romance,4.8,1990,4.6,67,FALSE,7000000,0,5.173852,105
5347,13201,Deuces Wild (2002),Drama,4.8,2002,5.2,40,FALSE,0,0,2.284473,96
5348,9689,Hollywood Ending (2002),Comedy|Drama,6,2002,6.4,153,FALSE,16000000,0,5.314929,112
5349,557,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,7.1,2002,6.9,6800,FALSE,139000000,821708551,32.960571,121
5350,69850,"Mystic Masseur, The (2001)",Drama,6.1,2001,4,2,FALSE,0,0,0.327477,117
5351,44768,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001),Comedy|Drama,6.3,2001,6.2,11,FALSE,0,0,1.302004,122
5352,1815,The Big Sleep (1978),Thriller,7.2,1978,5.8,15,FALSE,0,0,1.79954,100
5353,55106,Butterflies Are Free (1972),Comedy|Drama,6.5,1972,7.4,24,FALSE,0,0,1.765212,109
5354,28289,Cactus Flower (1969),Comedy,6.8,1969,7,55,FALSE,0,0,3.649846,103
5355,32037,"Cassandra Crossing, The (1976)",Drama,5.9,1976,6.2,55,FALSE,0,0,3.830629,129
5356,39154,"Giant Spider Invasion, The (1975)",Horror|Sci-Fi,3,1975,3.8,14,FALSE,300000,0,1.453411,84
5357,24767,Iron Will (1994),Adventure,6.6,1994,6.1,59,FALSE,0,0,7.310048,108
5358,33796,Mountains of the Moon (1990),Adventure,7.4,1990,6.7,16,FALSE,0,0,1.165901,136
5359,32221,Rambling Rose (1991),Drama,6.9,1991,6.4,26,FALSE,7500000,6266621,3.57387,112
5360,28466,"Survivors, The (1983)",Comedy,5.9,1983,5.8,37,FALSE,0,0,2.68486,103
5361,12227,White Fang (1991),Adventure,6.3,1991,6.4,173,FALSE,14000000,34793160,7.982182,107
5362,43643,White Fang 2: Myth of the White Wolf (1994),Adventure|Children,4.9,1994,5.2,21,FALSE,0,0,1.36963,106
5363,10985,"New Guy, The (2002)",Comedy,5.6,2002,5.6,186,FALSE,13000000,0,5.883161,88
5364,2251,Unfaithful (2002),Drama|Thriller,6.7,2002,6.4,381,FALSE,50000000,119137784,8.916093,124
5365,2894,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",Drama|Romance,6.2,2001,6,4,FALSE,0,0,1.304001,129
5366,20712,Whore (1991),Drama,4.8,1991,6,24,FALSE,0,1008404,3.947332,85
5367,11240,My Beautiful Laundrette (1985),Drama|Romance,7.5,1985,6.7,75,FALSE,860000,2451545,3.945557,98
5368,46592,Ballad of a Soldier (Ballada o soldate) (1959),Drama|Romance|War,7.8,1959,8,49,FALSE,0,0,3.448446,89
5369,45186,Big Bad Mama (1974),Action|Comedy,4.3,1974,6.5,11,FALSE,0,0,1.103047,83
5370,86483,Big Bad Mama II (1987),Action|Comedy,3.1,1987,5.7,3,FALSE,0,0,0.698488,83
5371,5425,"Final Darkness, The (Buio Omega) (1979)",Horror,4.8,1979,6.2,31,FALSE,0,0,2.528182,94
5372,14117,Calamity Jane (1953),Musical|Western,6.7,1953,6.7,54,FALSE,0,0,3.331118,101
5373,38360,"Cranes Are Flying, The (Letyat zhuravli) (1957)",Drama|Romance|War,7.9,1957,7.9,79,FALSE,0,0,5.243882,97
5374,29318,Devil Doll (1964),Horror,3.4,1964,4.1,11,FALSE,0,0,1.326617,81
5375,28907,"Harvey Girls, The (1946)",Comedy|Musical|Western,6.6,1946,6.1,10,FALSE,0,0,1.534083,102
5376,39771,"Lady in Red, The (1979)",Action,5.5,1979,5.9,7,FALSE,0,0,0.813695,93
5377,245,About a Boy (2002),Comedy|Drama|Romance,7.4,2002,6.6,810,FALSE,27000000,1.29E+08,10.131025,101
5378,1894,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,6.2,2002,6.4,5222,FALSE,120000000,649398328,21.203042,142
5379,4012,"Believer, The (2001)",Drama,7.5,2001,6.8,207,FALSE,1500000,416925,5.318049,98
5380,9026,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,7.2,2002,6.8,163,FALSE,0,0,8.470402,97
5381,42193,"Charge of the Light Brigade, The (1968)",Drama|War,6.9,1968,6.3,19,FALSE,0,0,1.585394,139
5382,15417,Every Which Way But Loose (1978),Comedy,5.5,1978,6.2,148,FALSE,5,85,8.497612,110
5383,11791,"Hound of the Baskervilles, The (1959)",Crime|Horror|Mystery,7,1959,6.8,87,FALSE,0,0,5.045489,87
5384,28577,I Want to Live! (1958),Crime|Drama,7,1958,7.2,27,FALSE,0,0,1.447543,120
5385,13963,"Last Waltz, The (1978)",Documentary,8,1978,7.9,74,FALSE,0,321952,3.742326,117
5386,23102,"Pride and the Passion, The (1957)",Adventure|War,6,1957,5.4,14,FALSE,0,0,3.780899,125
5387,1957,Enough (2002),Drama|Thriller,5.3,2002,6.3,328,FALSE,38000000,51801187,8.054362,114
5388,320,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,7,2002,6.8,1549,FALSE,46000000,113714830,24.853994,118
5389,9023,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western,6.1,2002,7.5,1226,FALSE,80000000,122563539,11.857317,83
5390,27834,CQ (2001),Drama,6.6,2001,6.1,27,FALSE,0,0,2.952682,88
5391,17734,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama,7.2,2001,6.4,32,FALSE,0,0,3.052717,104
5392,24010,Bus Stop (1956),Comedy|Drama|Romance,6.7,1956,6,63,FALSE,0,0,5.308435,96
5393,39435,Cowboy (1958),Western,6,1958,6.4,14,FALSE,0,0,1.174383,92
5394,24005,Don't Bother to Knock (1952),Drama|Thriller,6.6,1952,6.5,24,FALSE,0,0,3.91819,76
5395,44800,"Gambler, The (1974)",Drama,6.8,1974,6.7,26,FALSE,0,0,1.473092,111
5396,24014,Let's Make Love (1960),Comedy|Musical|Romance,6.1,1960,6.1,42,FALSE,0,0,4.620054,114
5397,24008,Monkey Business (1952),Comedy|Sci-Fi,6.6,1952,6.9,67,FALSE,0,2.00E+06,5.54582,97
5398,53229,Requiem for a Heavyweight (1962),Drama,7.8,1962,6.8,16,FALSE,0,0,5.539505,95
5399,1936,River of No Return (1954),Adventure|Western,6.2,1954,6.3,69,FALSE,0,0,3.955619,91
5400,4614,"Sum of All Fears, The (2002)",Drama|Thriller,6.4,2002,5.9,544,FALSE,68000000,1.93E+08,8.69363,124
5401,12277,Undercover Brother (2002),Comedy,5.9,2002,5.5,135,FALSE,25000000,41604473,4.634914,86
5402,267345,"Diaries of Vaslav Nijinsky, The (2002)",Documentary|Drama,5.3,2002,5,1,FALSE,0,0,0.131142,95
5404,15677,84 Charing Cross Road (1987),Drama|Romance,7.6,1987,6.7,37,FALSE,0,0,3.065195,100
5405,58455,Dakota (1945),Western,5.5,1945,4.3,13,FALSE,0,0,2.044699,82
5406,36554,"Desert Rats, The (1953)",Drama|War,6.7,1953,6.6,26,FALSE,0,0,1.626399,88
5407,48216,"Bûche, La (1999)",Comedy|Drama,5.8,1999,5.9,18,FALSE,0,0,2.399431,106
5408,41165,Nora (2000),Drama,5.7,2000,6.1,6,FALSE,0,0,0.602319,106
5409,13153,Rapid Fire (1992),Action,5.7,1992,6.2,52,FALSE,10000000,14356479,2.984802,95
5410,811,Silent Running (1972),Drama|Sci-Fi,7.1,1972,6.3,214,FALSE,1000000,0,4.753775,89
5411,43532,Summer Holiday (1963),Musical|Romance,5.7,1963,6.4,11,FALSE,0,0,0.933781,103
5412,163907,"Villain, The (1979)",Comedy|Western,5.4,1979,5.4,44,FALSE,0,0,2.090214,89
5413,7216,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),Horror,5.6,1980,5.3,48,FALSE,0,0,3.642355,84
5414,3132,Bad Company (2002),Action|Comedy|Crime,5.7,2002,5.4,274,FALSE,70000000,65977295,8.096283,116
5415,9583,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama,5.8,2002,5.8,84,FALSE,27000000,0,6.008311,116
5416,18408,Cherish (2002),Comedy|Drama|Thriller,6.8,2002,6.6,13,FALSE,0,0,1.154633,99
5417,13245,"Fast Runner, The (Atanarjuat) (2001)",Drama|Fantasy,7.6,2001,6.5,27,FALSE,1934000,3786801,1.248944,172
5418,2501,"Bourne Identity, The (2002)",Action|Mystery|Thriller,7.8,2002,7.3,4187,FALSE,60000000,214034224,17.864353,119
5419,9637,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,4.8,2002,5.4,1177,FALSE,84000000,275650703,8.459673,88
5420,12100,Windtalkers (2002),Action|Drama|War,5.8,2002,5.8,409,FALSE,115000000,77628265,10.914616,134
5421,16857,"Dangerous Lives of Altar Boys, The (2002)",Drama,7.2,2002,6.4,63,FALSE,0,0,6.778014,104
5422,52258,"Emperor's New Clothes, The (2001)",Comedy,6.5,2001,6.8,10,FALSE,0,0,0.985467,107
5423,10394,Gangster No. 1 (2000),Action|Crime|Thriller,6.4,2000,6.5,71,FALSE,0,0,4.297311,103
5424,27451,Harvard Man (2001),Crime|Drama|Romance|Thriller,4.6,2001,4.7,16,FALSE,0,0,2.378487,99
5425,15813,Dark Blue World (Tmavomodrý svet) (2001),Drama|War,7.1,2001,6.8,23,FALSE,5000000,0,3.382947,112
5426,31591,Bad Company (1972),Western,6.6,1972,6.3,26,FALSE,0,0,5.258945,93
5427,18905,Caveman (1981),Comedy,5.5,1981,6.2,35,FALSE,0,0,3.139321,91
5428,14774,Cheech & Chong's The Corsican Brothers (1984),Comedy,4.9,1984,5.1,28,FALSE,0,0,2.200832,82
5429,4993,Five Card Stud (a.k.a. 5 Card Stud) (1968),Mystery|Western,6.1,1968,6.1,24,FALSE,0,0,1.969372,103
5430,27052,For a Lost Soldier (Voor een Verloren Soldaat) (1992),Romance,6.4,1992,6,20,FALSE,0,0,2.182385,92
5431,34130,Goin' South (1978),Comedy|Western,6,1978,5.5,38,FALSE,0,0,2.672156,109
5432,38950,Hero and the Terror (1988),Action|Crime,4.2,1988,5.1,25,FALSE,0,0,2.317319,96
5433,17898,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller,5.6,1985,6.1,141,FALSE,0,12,5.261172,95
5434,21635,"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller,7.6,1948,6.8,47,FALSE,0,0,3.244002,89
5435,27945,Hombre (1967),Western,7.2,1967,7.2,64,FALSE,5860000,1.20E+07,7.113507,111
5436,43139,"Horse's Mouth, The (1958)",Comedy,6.9,1958,7.3,13,FALSE,0,0,1.289233,95
5437,30194,"Manhattan Project, The (1986)",Comedy|Sci-Fi|Thriller,6.5,1986,6.2,32,FALSE,18000000,3900000,1.792969,118
5438,10169,Men at Work (1990),Action|Comedy,5.3,1990,5.4,117,FALSE,0,0,6.496026,98
5439,27225,S.O.B. (1981),Comedy,5.6,1981,6.3,27,FALSE,0,0,2.942171,121
5440,13909,She Wore a Yellow Ribbon (1949),Western,7.3,1949,7.1,86,FALSE,1600000,5400000,7.506653,103
5441,103299,Traces of Red (1992),Mystery|Thriller,4.7,1992,6.2,9,FALSE,0,3206713,0.945063,105
5442,41805,V. I. Warshawski (1991),Action|Comedy|Crime,4.6,1991,4.7,30,FALSE,0,0,1.896567,89
5443,35696,Juwanna Mann (2002),Comedy,3.7,2002,4.8,26,FALSE,15600000,0,3.228148,91
5444,11544,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,7,2002,7.2,1831,FALSE,80000000,145771527,16.013605,85
5445,180,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,7.3,2002,7.1,3309,FALSE,102000000,358372926,27.010555,145
5446,9555,Rabbit-Proof Fence (2002),Adventure|Drama,7.7,2002,7.1,111,FALSE,0,0,5.344485,94
5447,57022,Sunshine State (2002),Drama,7,2002,5.9,12,FALSE,0,0,1.568713,141
5448,17710,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy,4.7,2002,5.3,86,FALSE,0,0,4.644519,76
5449,2022,Mr. Deeds (2002),Comedy|Romance,5.7,2002,5.6,817,FALSE,50000000,171269535,10.401522,96
5450,50035,Lovely & Amazing (2001),Comedy|Drama|Romance,7,2001,6.3,30,FALSE,250000,4186931,2.108412,91
5451,9719,Pumpkin (2002),Comedy|Drama|Romance,6.1,2002,5.9,29,FALSE,0,0,1.958065,113
5452,11982,Look Who's Talking Now (1993),Children|Comedy|Romance,3.9,1993,4.8,277,FALSE,0,0,8.040191,96
5453,27224,Lost in Yonkers (1993),Comedy|Drama,6.9,1993,6.1,14,FALSE,0,0,1.549799,114
5454,12251,Mo' Money (1992),Comedy|Romance,5,1992,5.4,39,FALSE,17000000,40227006,6.250633,97
5455,88818,"Object of Beauty, The (1991)",Comedy|Drama,5.9,1991,5.5,10,FALSE,0,0,4.660949,103
5456,30114,Wagons East (1994),Comedy|Western,4.3,1994,4.6,33,FALSE,0,0,4.311461,107
5457,70489,Zebrahead (1992),Drama,6.2,1992,5.4,5,FALSE,0,0,1.008492,102
5458,21972,Like Mike (2002),Children|Comedy|Fantasy,4.7,2002,5.7,132,FALSE,30000000,0,7.652181,99
5459,608,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,5.8,2002,6.1,3935,FALSE,140000000,441818803,33.946033,88
5460,59387,"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy,5.6,2002,5.8,66,FALSE,10000000,11411644,7.575844,77
5461,26290,Me Without You (2001),Comedy|Drama,7.2,2001,7.3,24,FALSE,0,0,3.642762,107
5462,17043,"Crocodile Hunter: Collision Course, The (2002)",Adventure|Comedy,4.7,2002,5.3,41,FALSE,0,33082548,4.431837,90
5463,6278,Reign of Fire (2002),Action|Adventure|Fantasy,6,2002,6,826,FALSE,60000000,82150183,9.411928,101
5464,4147,Road to Perdition (2002),Crime|Drama,7.4,2002,7.3,1362,FALSE,80000000,181001478,18.290503,117
5465,16664,All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller,7,2001,6.7,53,FALSE,0,0,5.423189,146
5466,14651,My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance,6.7,2001,6.1,19,FALSE,0,0,1.649147,95
5467,96238,Never Again (2001),Comedy|Romance,5.9,2001,4,3,FALSE,0,0,0.186132,98
5468,15096,20 Million Miles to Earth (1957),Sci-Fi,6.5,1957,5.9,38,FALSE,0,0,4.429569,82
5469,19731,Grand Theft Auto (1977),Action|Comedy,5.1,1977,5.9,21,FALSE,0,0,2.438717,84
5470,20324,The Importance of Being Earnest (1952),Comedy|Romance,7.7,1952,7.3,30,FALSE,0,0,2.680083,95
5471,49370,Perfect (1985),Drama|Romance,4.2,1985,4,38,FALSE,19000000,12918858,3.515397,115
5472,14902,1776 (1972),Children|Drama|Musical,6.9,1972,7.1,22,FALSE,0,0,1.96425,142
5473,42254,Fox and His Friends (Faustrecht der Freiheit) (1975),Drama,7.2,1975,7.4,28,FALSE,0,0,2.075529,123
5474,1842,"Legend of Boggy Creek, The (1972)",Drama|Horror|Mystery|Thriller,4.5,1972,5.5,23,FALSE,100000,2.20E+07,1.789476,90
5475,2721,Z (1969),Drama|Mystery|Thriller,8,1969,8.1,121,FALSE,0,83305,8.273051,127
5476,11442,Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller,4.1,2002,4.4,294,FALSE,13000000,37664855,8.15927,94
5477,1364,Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance,7.4,2001,6.6,165,FALSE,0,2628241,9.654763,128
5478,8869,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,5.1,2002,5.4,365,FALSE,0,0,9.277005,99
5479,8665,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,6.4,2002,6.2,330,FALSE,100000000,35168966,10.560586,138
5480,10996,Stuart Little 2 (2002),Children|Comedy,5.2,2002,5.4,823,FALSE,120000000,169956806,10.757577,78
5481,818,Austin Powers in Goldmember (2002),Comedy,6,2002,5.9,1235,FALSE,63000000,296655431,19.98953,94
5482,18357,"Country Bears, The (2002)",Children|Comedy,4,2002,4.1,24,FALSE,35000000,18012097,1.979124,88
5483,29047,"Kid Stays in the Picture, The (2002)",Documentary,7.2,2002,7.1,25,FALSE,40000,1434436,2.271919,93
5484,45861,Happy Times (Xingfu shiguang) (2000),Comedy|Drama,6.8,2000,6.8,13,FALSE,1900000,240093,1.369144,102
5485,39141,Tadpole (2002),Comedy|Drama|Romance,6.6,2002,5.5,22,FALSE,150000,2891288,2.62001,78
5486,33152,Who Is Cletis Tout? (2001),Comedy,6.2,2001,5.7,21,FALSE,0,0,1.131175,92
5487,149445,Harry and Walter Go to New York (1976),Comedy,4.6,1976,5.7,5,FALSE,0,0,0.37724,115
5488,10309,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)",Drama,6.8,1972,7.3,22,FALSE,0,0,1.397244,88
5489,6404,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror,7.4,1979,7.5,187,FALSE,0,0,7.975723,107
5490,19133,The Big Bus (1976),Action|Comedy,5.6,1976,6,28,FALSE,0,0,5.804606,88
5491,43199,"Eddy Duchin Story, The (1956)",Drama|Musical|Romance,6.7,1956,6,10,FALSE,0,0,0.946777,123
5492,43915,Fathom (1967),Adventure,5.2,1967,7,9,FALSE,0,0,1.673784,99
5493,24130,In Like Flint (1967),Action|Adventure|Comedy,6.7,1967,6.2,26,FALSE,0,0,3.183472,114
5494,43445,"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",Drama,6.8,1948,7.8,32,FALSE,0,0,2.206769,165
5495,36645,Modesty Blaise (1966),Comedy,5.5,1966,5.2,24,FALSE,0,0,3.218646,119
5496,5155,Ossessione (1943),Drama,7.6,1943,7,42,FALSE,0,0,2.692017,140
5497,23728,Our Man Flint (1965),Adventure|Comedy|Sci-Fi,6.7,1965,6.5,41,FALSE,0,0,8.763897,108
5498,3780,Red Beard (Akahige) (1965),Drama,8.1,1965,8,75,FALSE,0,0,4.875014,185
5499,10786,Robin and Marian (1976),Adventure|Drama|Romance,6.5,1976,6.6,62,FALSE,5000000,0,4.438356,106
5500,8764,Top Secret! (1984),Comedy,7.2,1984,7,300,FALSE,9000000,20458340,7.963826,90
5501,13908,"Master of Disguise, The (2002)",Comedy|Mystery,3.6,2002,3.6,103,FALSE,0,0,5.099026,80
5502,2675,Signs (2002),Horror|Sci-Fi|Thriller,6.5,2002,6.4,1991,FALSE,72000000,408247917,18.868408,106
5503,12308,"Last Kiss, The (Ultimo bacio, L') (2001)",Comedy|Drama|Romance,6.7,2001,6.4,117,FALSE,0,0,5.690195,115
5504,9488,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,5,2002,5.3,694,FALSE,38000000,119723358,10.950773,100
5505,9962,"Good Girl, The (2002)",Comedy|Drama,6.8,2002,6,221,FALSE,8000000,16856124,6.502624,93
5506,9573,Blood Work (2002),Crime|Drama|Mystery|Thriller,6.1,2002,6.1,262,FALSE,50000000,26199517,6.499605,110
5507,7451,xXx (2002),Action|Crime|Thriller,5.6,2002,5.8,1750,FALSE,70000000,277448382,27.042039,124
5508,2750,24 Hour Party People (2002),Comedy|Drama|Musical,7.2,2002,6.8,144,FALSE,0,0,6.660247,117
5509,30586,Biggie and Tupac (2002),Documentary,5.7,2002,6.4,31,FALSE,0,0,1.6764,107
5510,61112,"Château, The (2001)",Comedy,4.7,2001,4.5,3,FALSE,0,0,0.987337,91
5512,43772,Secret Ballot (Raye makhfi) (2001),Comedy,5.9,2001,5.7,3,FALSE,0,0,0.393827,123
5513,20337,Martin Lawrence Live: Runteldat (2002),Comedy|Documentary,4.8,2002,5,1,FALSE,3000000,19184015,0.603335,113
5514,27062,Lan Yu (2001),Drama|Romance,5.5,2001,6.6,5,FALSE,0,0,1.989984,86
5515,34070,Songs From the Second Floor (Sånger från andra våningen) (2000),Drama,7.5,2000,7.1,73,FALSE,0,0,5.871203,98
5516,6173,Read My Lips (Sur mes lèvres) (2001),Crime|Drama|Thriller,7.4,2001,7,75,FALSE,0,0,4.553196,115
5517,10305,Nightcap (Merci pour le chocolat) (2000),Crime|Thriller,6,2000,5.7,17,FALSE,0,0,1.77932,99
5518,42337,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),Drama,6.9,1981,6.8,18,FALSE,0,0,5.56239,123
5519,18694,Change of Habit (1969),Drama,5.1,1969,6.1,11,FALSE,0,0,0.904855,93
5520,74578,"Matter of Taste, A (Affaire de Goût, Une) (2000)",Crime|Drama|Thriller,6.2,2000,5.8,5,FALSE,0,0,0.750257,90
5521,10081,"Principal, The (1987)",Action|Crime|Drama,5.5,1987,6.1,71,FALSE,0,0,3.589024,109
5522,11484,Rollerball (1975),Action|Drama|Sci-Fi,6.3,1975,6.1,138,FALSE,0,3.00E+07,9.481268,125
5523,11692,"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi,4.1,2002,4.3,170,FALSE,100000000,7103973,6.515837,95
5524,9266,Blue Crush (2002),Adventure|Drama|Romance,5.9,2002,5.7,200,FALSE,25000000,51842679,5.925074,104
5525,3640,Mostly Martha (Bella Martha) (2001),Comedy|Drama|Romance,7.8,2001,6.8,36,FALSE,0,0,3.223654,106
5526,8653,"Isle, The (Seom) (2000)",Drama,7.1,2000,6.9,75,FALSE,50000,21075,4.843783,90
5527,30072,Possession (2002),Drama|Romance,6.7,2002,6.3,68,FALSE,25000000,10113733,4.261147,102
5528,9357,One Hour Photo (2002),Drama|Thriller,6.6,2002,6.6,577,FALSE,12000000,52223306,7.481866,96
5529,12771,Serving Sara (2002),Comedy|Romance,5,2002,5.2,105,FALSE,29000000,16930185,8.187301,100
5530,9296,Simone (S1m0ne) (2002),Comedy|Drama|Fantasy|Sci-Fi,5.6,2002,5.6,329,FALSE,0,19576023,9.083359,117
5531,15070,Undisputed (2002),Drama,5.7,2002,6.1,178,FALSE,20000000,12398628,17.621989,96
5532,26942,Amy's O (a.k.a. Amy's Orgasm) (2001),Comedy|Romance,5.3,2001,5.2,6,FALSE,0,0,0.719421,87
5534,26895,Hush! (2001),Drama,5.5,2001,7,3,FALSE,0,0,0.406652,135
5535,60608,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),Drama,5.5,2001,6.3,3,FALSE,0,0,0.674753,98
5537,97447,Satin Rouge (2002),Drama|Musical,6.1,2002,5,1,FALSE,0,0,0.037738,100
5538,11243,"Care Bears Movie, The (1985)",Animation|Children|Fantasy,4.8,1985,5.3,39,FALSE,0,0,3.081792,77
5539,19975,Care Bears Movie II: A New Generation (1986),Animation|Children,4.3,1986,5.5,16,FALSE,0,0,2.222405,76
5540,10323,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,6.6,1981,6.7,248,FALSE,15000000,41092328,9.250797,118
5541,9595,Hot Shots! (1991),Action|Comedy|Romance|War,6.4,1991,6.4,708,FALSE,26000000,181096164,12.168426,84
5542,28319,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)",Action|Horror,4.8,1980,5.5,42,FALSE,0,0,3.689881,92
5543,46878,"Swarm, The (1978)",Action|Horror|Sci-Fi,4,1978,5.1,57,FALSE,0,0,3.194043,116
5544,24750,Time After Time (1979),Sci-Fi|Thriller,7.2,1979,6.8,113,FALSE,0,0,7.591598,112
5545,31393,"Unearthly, The (1957)",Horror|Sci-Fi,3.5,1957,3.9,9,FALSE,0,0,1.029612,73
5546,24038,976-EVIL (1989),Horror,3.9,1989,4.8,37,FALSE,0,2955917,3.606266,92
5547,79783,Camilla (1994),Adventure|Drama|Romance,4.4,1994,5.2,9,FALSE,8500000,250993,1.201528,95
5548,9941,Down and Out in Beverly Hills (1986),Comedy,6.1,1986,5.8,85,FALSE,14000000,62134225,4.931143,103
5549,18639,Flaming Star (1960),Western,5.7,1960,6.3,25,FALSE,0,0,1.699,101
5550,39833,Love Me Tender (1956),Musical|Western,5.2,1956,5.5,23,FALSE,1000000,9.00E+06,2.562195,89
