,tmdbId,ratingTmdb,voteCount
4545,22102,5.5,59
4546,6951,5.9,409
4547,11959,6.8,99
4548,2616,6.6,405
4549,7091,5.9,86
4550,249,6.7,349
4551,11342,5.7,121
4552,183,6.1,99
4553,32330,6,11
4554,24126,5.1,46
4555,8494,4.8,91
4556,26535,6.7,35
4557,41784,7.3,21
4558,27431,6.8,81
4559,2148,6.6,99
4560,42033,3.1,12
4561,11308,5.5,32
4562,23239,4.7,3
4563,53119,6.8,11
4564,31941,6.8,14
4565,19317,5.6,17
4566,27813,6.3,96
4567,57745,6.4,10
4568,2057,5.8,265
4569,9880,6.5,1401
4570,5175,6.4,1350
4571,21596,6.7,3
4572,41951,6.4,19
4573,11385,6.3,65
4574,4484,6.9,82
4575,11684,6,23
4576,44414,6.2,6
4577,44258,6.2,8
4578,20391,6.5,85
4579,12584,7.3,101
4580,70042,5.2,3
4581,1627,7.3,83
4582,11542,6.6,204
4583,17169,6,108
4584,39176,5.7,22
4585,33214,6.4,43
4586,19267,6,33
4587,2770,6,1752
4588,12610,6,304
4589,1933,7.4,2152
4590,13496,5.8,72
4591,21055,5.6,26
4592,24936,6,45
4593,80070,7.2,16
4594,10972,6.2,317
4595,207541,0,0
4596,1722,5.7,182
4597,9896,6,640
4598,26665,6.7,9
4599,125707,7,2
4600,9683,5.2,208
4601,2779,6.4,222
4602,2294,6.3,588
4603,10016,4.8,363
4604,26602,4.9,75
4605,37920,6,16
4606,22230,7,47
4607,206412,4,1
4608,13966,5.4,29
4609,742,6.8,84
4610,248757,5,1
4611,15104,5.8,17
4612,8922,6.2,933
4613,11065,5.7,95
4614,21118,5.1,28
4615,46727,5.4,8
4616,16314,5.5,133
4617,18885,4.7,70
4618,40508,4.4,47
4619,5922,6.3,31
4620,27346,6.2,98
4621,34223,5.8,46
4622,16307,7.1,363
4623,27681,6.3,53
4624,11370,5.2,69
4625,12508,6,228
4626,14033,4.5,60
4627,25462,6.5,20
4628,223346,3,1
4629,34714,6.7,7
4630,47161,4.3,3
4631,106230,5.2,6
4632,35176,5.8,9
4633,18734,6.7,38
4634,44321,6.7,21
4635,26661,6.2,30
4636,5998,7.6,50
4637,58062,7.7,7
4638,2176,5.5,253
4639,20857,6.4,169
4640,22617,7.1,24
4641,75386,7,2
4642,2185,6.3,99
4643,10696,3.5,43
4644,2034,7.3,2031
4645,21538,6.7,16
4646,51722,7.1,17
4647,101860,8,1
4648,48834,6,12
4649,30379,4.3,12
4650,31016,5.8,19
4651,32567,6.5,17
4652,12537,6.7,61
4653,9028,7.7,81
4654,16180,6.6,84
4655,11521,6.2,75
4656,21028,7.8,61
4657,27327,7.6,137
4658,35200,5.3,11
4659,21242,5.6,17
4660,29756,5.8,39
4661,82523,7.7,7
4662,20115,6.7,107
4663,30295,6.7,63
4664,25767,5.5,29
4665,33725,5.8,10
4666,22874,6.4,30
4667,11576,7,184
4668,43860,5.2,6
4669,43802,7.8,38
4670,9660,7,79
4671,15393,6.5,125
4672,248,7.3,26
4673,40885,6.1,28
4674,25905,7.5,24
4675,21148,5,17
4676,1644,6,163
4677,12502,6.9,102
4678,66092,7.5,5
4679,10373,7.2,89
4680,13766,5.8,74
4681,16380,6.3,40
4682,12103,6,282
4683,11313,6.5,173
4684,9398,6.1,1686
4685,35066,5.9,8
4686,45864,5.3,6
4687,55372,6.9,8
4688,292947,8,2
4689,10866,6.3,414
4690,34549,5.1,45
4691,9778,6.6,668
4692,34453,6,1
4693,58429,7,25
4694,16121,6.8,99
4695,40220,4.8,35
4696,166,6.4,308
4697,42787,6.5,21
4698,1623,7.1,124
4699,40932,5.2,13
4700,32027,6.7,9
4701,13550,7,176
4702,13612,6.3,80
4703,16769,7.1,87
4704,42158,6.3,3
4705,27958,6.1,117
4706,86463,3.7,5
4707,31703,5.6,37
4708,1716,7.2,79
4709,27059,8,3
4710,20681,5,42
4711,57743,6.5,2
4712,3172,6.1,372
4713,17708,4.1,64
4714,12780,7.6,99
4715,570,6.1,51
4716,1018,7.7,1979
4717,25641,6.5,23
4718,16767,6.2,21
4719,102933,5.9,4
4720,11380,4.3,43
4721,27396,5.2,22
4722,26299,5.7,13
4723,984,7.4,770
4724,15559,6.7,3
4725,14811,7.5,157
4726,21741,6,1
4727,77670,3.6,5
4728,55727,5.6,11
4729,15560,3,2
4730,9585,6.2,67
4731,14267,6.9,49
4732,45929,6,4
4733,768,6.6,987
4734,2100,6.9,354
4735,11091,6.5,138
4736,3173,6,17
4737,27092,6.6,24
4738,23941,5.3,12
4739,18192,6.4,8
4740,11845,6,37
4741,9081,7.5,326
4742,167,7.2,893
4743,34043,4.6,12
4744,9378,5.4,545
4745,27444,5.4,9
4746,141,7.8,4624
4747,10034,6.4,17
4748,11457,7.3,164
4749,10778,7.4,462
4750,78657,7,1
4751,67385,7.4,5
4752,151727,5,3
4753,11456,5.5,145
4754,585,7.6,7544
4755,10796,5.7,540
4756,23949,6.9,74
4757,11088,6.3,173
4758,9889,5.8,962
4759,140511,5,1
4760,133115,7,2
4761,45964,6.3,63
4762,32014,5.3,19
4763,13408,5,35
4764,671,7.6,9093
4765,17731,5.6,16
4766,20794,6,53
4767,11469,5.2,367
4768,14369,5.8,61
4769,1535,6.8,713
4770,1433,7.2,368
4771,1999,6.5,112
4772,58098,8.6,8
4773,78076,4.8,13
4774,87774,6,8
4775,23847,6.9,31
4776,50785,7.4,30
4777,12472,4.9,35
4778,42258,6.8,9
4779,11834,5.9,66
4780,16085,7,113
4781,27405,5.7,16
4782,269,7.7,415
4783,16441,6.1,117
4784,11422,6.3,84
4785,31037,6.3,25
4786,40739,6.4,30
4787,10656,6.4,116
4788,32847,7.3,43
4789,39938,6.3,34
4790,38766,5.9,10
4791,43510,6,5
4792,35284,5.6,18
4793,14584,6.5,24
4794,58886,6.4,10
4795,72277,6.9,45
4796,5781,7.4,73
4797,23805,5.7,72
4798,34388,6.2,40
4799,39867,5.8,35
4800,11033,6.8,211
4801,69716,7.1,5
4802,37835,5.8,42
4803,33356,8,9
4804,3537,6.2,117
4805,38922,5.2,10
4806,27145,7.2,13
4807,8738,6.1,151
4808,28614,5.3,6
4809,3604,6,283
4810,6974,5.6,25
4811,26398,5.4,43
4812,42218,4.5,31
4813,10649,6.7,270
4814,42566,5.5,32
4815,17689,6.6,141
4816,34084,6.2,18
4817,15983,5.2,68
4818,14854,5.7,82
4819,10847,6.5,172
4820,33525,4.7,17
4821,27591,5.5,21
4822,299,6.6,102
4823,31945,4.9,30
4824,42160,7,48
4825,10650,6.5,251
4826,8007,6,542
4827,19076,6,31
4828,81442,5.8,6
4829,50562,6.3,12
4830,13503,5.6,23
4831,161,7.2,4647
4832,43774,7.5,24
4833,31064,5.7,20
4834,31682,7.3,111
4835,8342,7.4,132
4836,55479,7,1
4837,4886,6.9,71
4838,228,7.4,73
4839,23111,6.2,62
4840,42597,6.5,13
4841,194,7.9,4201
4842,11397,5.4,565
4843,1903,6.6,1380
4844,11889,6.4,64
4845,28171,6.2,29
4846,9523,6.4,67
4847,9428,7.4,1636
4848,1649,6,357
4849,11938,6.3,64
4850,43143,4.6,26
4851,35201,5.4,23
4852,42724,5.7,10
4853,24264,5.2,29
4854,27150,5.1,27
4855,26978,5.2,42
4856,19209,6,31
4857,8386,6.3,297
4858,12589,5.5,285
4859,12312,5.4,52
4860,11232,6.1,532
4861,120,8.1,10593
4862,11086,6.6,247
4863,453,7.7,3813
4864,18939,7.3,39
4865,12724,5.4,19
4866,11414,7,58
4867,31507,7.1,36
4868,42612,7.1,18
4869,18783,7.3,35
4870,12593,6.1,68
4871,14683,4.2,23
4872,10794,7.3,204
4873,43136,6.5,33
4874,45491,5.8,13
4875,5052,6.3,44
4876,37257,8.2,353
4877,8489,6.7,574
4878,855,7.2,2200
4879,12660,6,41
4880,10269,6.2,66
4881,5279,6.9,326
4882,10950,7.3,710
4883,1365,6.6,314
4884,6440,6.4,142
4885,14580,7.9,128
4886,49410,6.3,14
4887,28296,6.2,8
4888,24206,4.9,27
4889,6037,7.4,235
4890,42987,7.3,55
4891,61418,6.7,7
4892,27099,6.1,26
4893,11857,5.9,181
4894,6312,6.6,499
4895,11595,5.8,243
4896,24166,6.8,28
4897,26337,6,33
4898,59066,5.5,2
4899,77985,5.5,7
4900,77074,5.8,6
4901,10170,6.3,76
4902,18317,6.6,18
4903,98491,6.7,16
4904,26686,6,33
4905,61934,6.7,10
4906,27273,6.9,26
4907,848,6.5,84
4908,9610,5.8,475
4909,15035,6.4,47
4910,16127,7.2,38
4911,31603,5.9,10
4912,32020,5.6,28
4913,33155,3.9,23
4914,4965,6.1,156
4915,11891,6,205
4916,11888,5.3,250
4917,150,6.5,434
4918,35263,5,1
4919,112,6.5,38
4920,125717,7.3,3
4921,20678,4.9,50
4922,15050,6.2,80
4923,10423,6.8,201
4924,11710,7.5,93
4925,17691,4.6,19
4926,27378,6.6,25
4927,57976,7.9,34
4928,651,6.9,295
4929,31955,6,16
4930,20620,7.2,85
4931,18647,6.2,50
4932,11362,7.3,571
4933,2637,6.1,373
4934,10229,7.5,1362
4935,50819,5.3,3
4936,12659,6.6,16
4937,NA,NA,NA
4938,41870,3.4,4
4939,35650,6.4,29
4940,9606,6.7,126
4941,11447,6.5,104
4942,16550,6.4,81
4943,13915,6,5
4944,34723,6.1,55
4945,31674,5.4,18
4946,52744,6.6,80
4947,43340,5.9,8
4948,20009,5.3,72
4949,2084,6.1,139
4950,50225,6.6,8
4951,74692,5.8,9
4952,39775,5.1,10
4953,51044,6.8,15
4954,29475,7.7,24
4955,4267,6.7,26
4956,4031,7,81
4957,47871,4,1
4958,11594,6.9,18
4959,19562,7,48
4960,11870,5.5,251
4961,9884,5.5,515
4962,11535,3.6,142
4963,27593,5.9,11
4964,11212,5.8,374
4965,29887,6.3,10
4966,32484,6.3,9
4967,28345,7.1,25
4968,69928,4.4,10
4969,21921,7.2,10
4970,21845,5.7,90
4971,11528,7.2,322
4972,2441,5.7,20
4973,931,7,246
4974,17130,4.7,203
4975,10592,6,300
4976,8470,7,753
4977,16690,6.1,413
4978,39939,6.5,433
4979,9272,6.2,254
4980,14778,5.9,26
4981,19137,5.9,23
4982,32499,7.4,61
4983,8737,5.9,8
4984,33668,5.3,12
4985,39282,5.2,26
4986,40687,6.9,18
4987,37230,6.9,34
4988,993,7.6,194
4989,11698,7.1,70
4990,41357,6.7,42
4991,42458,6.1,18
4992,93427,6.3,4
4993,14475,6.3,81
4994,43715,5.2,20
4995,10052,6.1,256
4996,11979,5.4,299
4997,75151,6.5,4
4998,35868,5.5,10
4999,13791,6.3,25
5000,27824,5.1,4
5001,270306,8,1
5002,9991,6.1,197
5003,480,6.8,79
5004,44340,4.7,27
5005,18984,7.8,11
5006,25006,5.3,12
5007,23479,7,113
5008,66946,5.7,13
5009,19050,6.2,17
5010,38442,7.2,42
5011,108266,6.2,9
5012,108267,6.3,4
5013,39387,7,30
5014,15999,7.1,116
5015,614,8,376
5016,56133,6,2
5017,121703,4.8,4
5018,77955,7,10
5019,2752,5.2,388
5020,10590,6.8,637
5021,40723,6,43
5022,29039,5.9,10
5023,22910,5.9,27
5024,42517,5.6,27
5025,40364,5.7,49
5026,115332,6.5,6
5027,13225,6.1,181
5028,21380,5.2,30
5029,46717,5.1,50
5030,63510,6.7,6
5031,20465,6.4,53
5032,35614,4.4,48
5033,7219,6.5,166
5034,35810,6.9,8
5035,18649,6.7,14
5036,18646,6.3,19
5037,17058,7.7,85
5038,13950,5.9,57
5039,2135,5.8,791
5040,15186,4.7,32
5041,43997,6.1,7
5042,31651,7.1,25
5043,47869,6.7,33
5044,965,7.4,90
5045,33135,5.5,10
5046,10889,7,45
5047,16149,7,10
5048,54287,5.2,21
5049,25628,5.2,17
5050,65262,5.2,16
5051,10935,6.5,80
5052,44004,6.5,12
5053,22288,6.3,5
5054,32030,6.8,38
5055,119617,5.6,8
5056,29343,5.8,60
5057,39503,6.9,7
5058,7988,5.2,32
5059,15310,5.8,13
5060,17909,7.9,37
5061,22130,3.1,24
5062,26843,7.5,47
5063,27458,6.6,21
5064,14807,7.2,103
5065,14729,6.5,62
5066,46973,6.4,6
5067,8690,4.9,29
5068,39543,7.4,22
5069,39578,5.6,26
5070,3418,6,24
5071,30924,6,69
5072,14929,5.3,38
5073,75552,5.8,16
5074,18910,6.9,41
5075,NA,NA,NA
5076,24919,5.6,45
5077,26200,5.3,21
5078,24825,4.5,47
5079,38147,4.9,20
5080,24032,6.3,41
5081,26179,5.9,16
5082,4499,6.7,28
5083,11333,6.5,92
5084,425,7.1,5051
5085,1576,6.4,2507
5086,5851,5.3,335
5087,25014,6.8,19
5088,15647,6,71
5089,25110,7.3,5
5090,38880,7.6,14
5091,1391,7.3,396
5092,18172,5.5,90
5093,24248,6.9,39
5094,14605,7.1,14
5095,19797,4.7,8
5096,17804,6,18
5097,31805,7.2,18
5098,13861,6.7,15
5099,29021,6.2,13
5100,31812,5.8,11
5101,13006,5.7,80
5102,28213,7.5,14
5103,10627,6.6,98
5104,42750,5.8,7
5105,27930,5.1,5
5106,259557,4,2
5107,28124,6.4,48
5108,41034,7.2,4
5109,11563,7.1,46
5110,15119,6.8,51
5111,55792,6.7,5
5112,12705,5,99
5113,11006,6.7,234
5114,15120,4.4,56
5115,40072,6.3,21
5116,21629,6.7,152
5117,16026,6.3,34
5118,2371,6.7,10
5119,73134,6.2,10
5120,36586,6.3,1874
5121,6020,4.9,64
5122,39541,6.4,9
5123,125764,6.5,1
5124,18292,6.3,41
5125,29394,5.8,19
5126,112942,5,1
5127,90974,6.5,5
5128,29402,5.7,21
5129,29396,6.3,29
5130,15028,4.8,105
5131,9275,5.9,154
5132,4547,6.6,1692
5133,14635,6.5,134
5134,29135,5.7,25
5135,1791,7.2,248
5136,184835,0,0
5137,41756,6,3
5138,35651,6,24
5139,62956,6,3
5140,116904,4,2
5141,22784,6,42
5142,40814,6,43
5143,53426,5.7,13
5144,24585,4.8,15
5145,17990,6.4,18
5146,129542,5.7,3
5147,5678,6,1
5148,11560,6.1,236
5149,11452,5.9,946
5150,18435,5.6,11
5151,35944,6.6,13
5152,64310,5.4,6
5153,25501,6.5,19
5154,26851,7.3,18
5155,17487,6.4,31
5156,34276,6.2,43
5157,548,8,568
5158,11590,7.1,130
5159,1537,5.9,376
5160,12149,6.9,419
5161,44373,5,14
5162,11812,5.2,370
5163,35080,5.9,37
5164,441,6.1,92
5165,8346,6.2,843
5166,14168,7.2,95
5167,32617,6,28
5168,31671,6.4,19
5169,2565,5.4,185
5170,307,7.9,155
5171,15482,5.2,54
5172,45878,4.7,27
5173,6393,6,58
5174,12154,5.8,307
5175,11630,5.1,151
5176,25133,5,32
5177,21970,6.3,47
5178,11892,6.1,342
5179,9334,5.3,1033
5180,36093,6.5,37
5181,35694,4,3
5182,10491,6.1,95
5183,70054,4.5,3
5184,18323,7.4,8
5185,18079,7.4,186
5186,110989,5.3,8
5187,35337,5.8,6
5188,59199,5,4
5189,11470,4.6,369
5190,16643,5.5,168
5191,1282,7.1,60
5192,21220,3.3,4
5193,52717,6.5,9
5194,69324,6,7
5195,11468,6.8,133
5196,292917,8,1
5197,19085,5.3,18
5198,73462,5.7,6
5199,26030,7.4,62
5200,10164,5.3,63
5201,42048,5.8,18
5202,62001,5.3,12
5203,28117,5.6,37
5204,40555,5.7,3
5205,28384,6.8,117
5206,46691,5.8,10
5207,27094,7.1,53
5208,26725,5.2,28
5209,17168,5.1,13
5210,48482,5.3,18
5211,56179,7.2,14
5212,5203,4.6,67
5213,13201,5.2,40
5214,9689,6.4,153
5215,557,6.9,6800
5216,69850,4,2
5217,44768,6.2,11
5218,1815,5.8,15
5219,55106,7.4,24
5220,28289,7,55
5221,32037,6.2,55
5222,39154,3.8,14
5223,24767,6.1,59
5224,33796,6.7,16
5225,32221,6.4,26
5226,28466,5.8,37
5227,12227,6.4,173
5228,43643,5.2,21
5229,10985,5.6,186
5230,2251,6.4,381
5231,2894,6,4
5232,20712,6,24
5233,11240,6.7,75
5234,46592,8,49
5235,45186,6.5,11
5236,86483,5.7,3
5237,5425,6.2,31
5238,14117,6.7,54
5239,38360,7.9,79
5240,29318,4.1,11
5241,28907,6.1,10
5242,39771,5.9,7
5243,245,6.6,810
5244,1894,6.4,5222
5245,4012,6.8,207
5246,9026,6.8,163
5247,42193,6.3,19
5248,15417,6.2,148
5249,11791,6.8,87
5250,28577,7.2,27
5251,13963,7.9,74
5252,23102,5.4,14
5253,1957,6.3,328
5254,320,6.8,1549
5255,9023,7.5,1226
5256,27834,6.1,27
5257,17734,6.4,32
5258,24010,6,63
5259,39435,6.4,14
5260,24005,6.5,24
5261,44800,6.7,26
5262,24014,6.1,42
5263,24008,6.9,67
5264,53229,6.8,16
5265,1936,6.3,69
5266,4614,5.9,544
5267,12277,5.5,135
5268,267345,5,1
5269,112991,0,0
5270,15677,6.7,37
5271,58455,4.3,13
5272,36554,6.6,26
5273,48216,5.9,18
5274,41165,6.1,6
5275,13153,6.2,52
5276,811,6.3,214
5277,43532,6.4,11
5278,163907,5.4,44
5279,7216,5.3,48
5280,3132,5.4,274
5281,9583,5.8,84
5282,18408,6.6,13
5283,13245,6.5,27
5284,2501,7.3,4187
5285,9637,5.4,1177
5286,12100,5.8,409
5287,16857,6.4,63
5288,52258,6.8,10
5289,10394,6.5,71
5290,27451,4.7,16
5291,15813,6.8,23
5292,31591,6.3,26
5293,18905,6.2,35
5294,14774,5.1,28
5295,4993,6.1,24
5296,27052,6,20
5297,34130,5.5,38
5298,38950,5.1,25
5299,17898,6.1,141
5300,21635,6.8,47
5301,27945,7.2,64
5302,43139,7.3,13
5303,30194,6.2,32
5304,10169,5.4,117
5305,27225,6.3,27
5306,13909,7.1,86
5307,103299,6.2,9
5308,41805,4.7,30
5309,35696,4.8,26
5310,11544,7.2,1831
5311,180,7.1,3309
5312,9555,7.1,111
5313,57022,5.9,12
5314,17710,5.3,86
5315,2022,5.6,817
5316,50035,6.3,30
5317,9719,5.9,29
5318,11982,4.8,277
5319,27224,6.1,14
5320,12251,5.4,39
5321,88818,5.5,10
5322,30114,4.6,33
5323,70489,5.4,5
5324,21972,5.7,132
5325,608,6.1,3935
5326,59387,5.8,66
5327,26290,7.3,24
5328,17043,5.3,41
5329,6278,6,826
5330,4147,7.3,1362
5331,16664,6.7,53
5332,14651,6.1,19
5333,96238,4,3
5334,15096,5.9,38
5335,19731,5.9,21
5336,20324,7.3,30
5337,49370,4,38
5338,14902,7.1,22
5339,42254,7.4,28
5340,1842,5.5,23
5341,2721,8.1,121
5342,11442,4.4,294
5343,1364,6.6,165
5344,8869,5.4,365
5345,8665,6.2,330
5346,10996,5.4,823
5347,818,5.9,1235
5348,18357,4.1,24
5349,29047,7.1,25
5350,45861,6.8,13
5351,39141,5.5,22
5352,33152,5.7,21
5353,149445,5.7,5
5354,10309,7.3,22
5355,6404,7.5,187
5356,19133,6,28
5357,43199,6,10
5358,43915,7,9
5359,24130,6.2,26
5360,43445,7.8,32
5361,36645,5.2,24
5362,5155,7,42
5363,23728,6.5,41
5364,3780,8,75
5365,10786,6.6,62
5366,8764,7,300
5367,13908,3.6,103
5368,2675,6.4,1991
5369,12308,6.4,117
5370,9488,5.3,694
5371,9962,6,221
5372,9573,6.1,262
5373,7451,5.8,1750
5374,2750,6.8,144
5375,30586,6.4,31
5376,61112,4.5,3
5377,92384,2.5,4
5378,43772,5.7,3
5379,20337,5,1
5380,27062,6.6,5
5381,34070,7.1,73
5382,6173,7,75
5383,10305,5.7,17
5384,42337,6.8,18
5385,18694,6.1,11
5386,74578,5.8,5
5387,10081,6.1,71
5388,11484,6.1,138
5389,11692,4.3,170
5390,9266,5.7,200
5391,3640,6.8,36
5392,8653,6.9,75
5393,30072,6.3,68
5394,9357,6.6,577
5395,12771,5.2,105
5396,9296,5.6,329
5397,15070,6.1,178
5398,26942,5.2,6
5399,206042,7,1
5400,26895,7,3
5401,60608,6.3,3
5402,146231,0,0
5403,97447,5,1
5404,11243,5.3,39
5405,19975,5.5,16
5406,10323,6.7,248
5407,9595,6.4,708
5408,28319,5.5,42
5409,46878,5.1,57
5410,24750,6.8,113
5411,31393,3.9,9
5412,24038,4.8,37
5413,79783,5.2,9
5414,9941,5.8,85
5415,18639,6.3,25
5416,39833,5.5,23
5417,32858,6,9
5418,3127,6.8,34
5419,10859,6.3,134
5420,32825,6.8,7
5421,10725,6,69
5422,9544,3.3,126
5423,23967,5.4,25
5424,57351,4,5
5425,26165,5.3,12
5426,31514,7.3,18
5427,13571,6.5,21
5428,26056,7.5,3
5429,13536,5.7,112
5430,20616,5,92
5431,96218,0,0
5432,79319,5.3,15
5433,16806,6.3,72
5434,15516,6,177
5435,9299,7.3,197
5436,113369,7.3,4
5437,10611,6.2,161
5438,12770,4.5,56
5439,4108,6.6,2087
5440,55903,6.8,4
5441,46466,6.7,9
5442,9685,6.4,118
5443,87481,7.2,5
5444,16370,5.3,12
5445,18913,5.3,13
5446,14361,5.5,111
5447,41021,5.3,29
5448,18943,5,40
5449,32685,5.8,58
5450,64079,6.1,11
5451,18477,4.1,48
5452,12262,6.1,192
5453,33506,6.8,18
5454,29515,6.8,26
5455,41582,5.5,52
5456,50382,4.8,31
5457,42633,6.2,13
5458,26680,5.3,39
5459,34086,4.8,30
5460,11504,4.7,53
5461,23470,4.5,35
5462,977,7.3,42
5463,233,7.3,68
5464,19049,7,26
5465,5506,7.3,138
5466,32961,7.3,71
5467,32568,6.9,50
5468,29698,7.3,47
5469,22244,6.5,120
5470,19460,7.4,48
5471,575,7.5,403
5472,10550,4.2,120
5473,9034,5.6,81
5474,9093,6.5,196
5475,9039,5.8,175
5476,1958,6.8,271
5477,23550,7.2,132
5478,68569,6.6,16
5479,318535,0,0
5480,11013,6.7,470
5481,129,8.4,5005
5482,54714,6.4,8
5483,11529,6.1,509
5484,10771,5.3,630
5485,38951,7.6,6
5486,55018,5.2,5
5487,44635,5.5,2
5488,31005,6.3,70
5489,72308,0,0
5490,50123,4,2
5491,2110,6.2,361
5492,15173,6.4,27
5493,9533,6.7,1426
5494,38866,6.7,3
5495,4107,7.1,81
5496,10575,6.6,91
5497,47500,6.5,2
5498,15720,6.1,18
5499,9260,6.2,63
5500,21828,6.6,28
5501,1682,6.5,42
5502,39462,4.2,22
5503,18983,6.7,55
5504,41971,5.8,7
5505,33831,6.1,37
5506,24348,7.5,48
5507,19140,7.2,43
5508,82545,5.3,11
5509,37606,6.7,65
5510,34600,3.3,13
5511,39128,3.3,10
5512,11868,7.2,157
5513,12921,6.2,59
5514,19953,6.4,38
5515,53049,5.2,11
5516,10772,7.2,212
5517,77079,4.4,6
5518,74899,7.1,9
5519,120694,0,0
5520,12719,6.6,34
5521,25001,6,17
5522,43438,5.9,4
5523,3092,7.1,32
5524,4989,7.6,5
5525,15313,7.3,15
5526,12590,6,154
5527,37964,6.9,38
5528,7501,5.9,118
5529,1809,6.4,199
5530,13768,6.5,167
5531,10994,7.2,137
5532,1430,7.4,573
5533,19973,6.9,30
5534,40815,6.5,53
5535,12600,5.9,103
5536,8051,6.9,663
5537,70443,5.4,5
5538,12779,4.6,67
5539,146269,0,0
5540,15992,4.5,56
5541,1613,6,206
5542,565,6.5,2161
5543,14112,6.1,65
5544,41324,7.1,9
5545,15192,6.3,58
5546,49872,5.7,14
5547,21925,6.3,45
5548,30309,6.1,25
5549,16646,7.2,135
5550,37288,7.3,16
5551,20861,5.9,7
5552,12647,5.6,72
5553,12477,8.3,1249
5554,10285,4.2,237
5555,19403,6.8,79
5556,11009,6.6,501
5557,10805,4.9,124
5558,40064,6,32
5559,17496,5.9,74
5560,40969,5.9,70
5561,76411,7.1,11
5562,5917,6.9,32
5563,31278,2.9,24
5564,33670,6.1,8
5565,47942,6.8,23
5566,33076,5.3,11
5567,44932,5.2,32
5568,15668,5.2,73
5569,30709,7.2,9
5570,19429,6.8,51
5571,140413,6.6,5
5572,21294,5,1
5573,11340,6.5,122
5574,42142,6.8,9
5575,11644,7.3,302
5576,33721,5.5,22
5577,36133,6.2,22
5578,24124,6.3,110
5579,34697,5,12
5580,8691,5.1,72
5581,53922,5.8,16
5582,66592,5.2,8
5583,6399,6.9,166
5584,25773,7.3,6
5585,19123,7.1,129
5586,26560,5.7,41
5587,36220,4,12
5588,225,6.2,16
5589,24274,6.2,70
5590,33016,5.1,42
5591,26444,6.3,41
5592,19114,5.1,45
5593,17205,5.5,27
5594,24740,6.3,134
5595,10863,6.4,61
5596,31679,5.9,31
5597,15900,3.5,19
5598,12237,4.1,51
5599,15901,3.2,11
5600,15902,3.4,8
5601,15904,2,1
5602,97251,0,0
5603,12579,7,48
5604,85058,7.4,5
5605,23668,6.4,27
5606,70971,7.2,5
5607,25113,6.3,16
5608,28893,5.2,50
5609,11646,7.1,149
5610,5062,7.3,41
5611,24634,6.4,49
5612,75963,3.8,5
5613,16124,7,6
5614,21764,6.8,49
5615,22435,4.8,14
5616,42149,5.8,33
5617,37936,6.1,49
5618,73247,3.6,8
5619,38255,0,0
5620,46364,3.7,25
5621,27016,6.6,16
5622,35685,5.3,18
5623,38665,3.7,15
5624,265,5.7,16
5625,2264,7.1,21
5626,21874,5.9,27
5627,41394,6.6,20
5628,47957,5.5,43
5629,31407,7.6,15
5630,16471,5.5,29
5631,63443,6.9,20
5632,22171,6.3,84
5633,39874,6.3,102
5634,25468,7.6,103
5635,19507,5.4,40
5636,29072,1,1
5637,75596,6.4,6
5638,42146,7,2
5639,17450,6.3,31
5640,47886,6.1,63
5641,31646,4,56
5642,14269,6.4,39
5643,41280,6.3,26
5644,1672,7.1,91
5645,35935,7.3,4
5646,9645,5.4,691
5647,9012,6,452
5648,13098,6.5,70
5649,13440,4.6,50
5650,12454,6.9,39
5651,31668,5.7,8
5652,41645,3.5,5
5653,1360,7.4,562
5654,13441,6.2,71
5655,45767,5.2,10
5656,14626,7,49
5657,48155,5.9,18
5658,12208,5.4,200
5659,11905,6.5,86
5660,39497,4.7,5
5661,1941,6.8,50
5662,26685,6.3,38
5663,31918,6.2,32
5664,19662,6.7,9
5665,8427,5.2,338
5666,9021,5.5,396
5667,277415,0,0
5668,28988,6.3,13
5669,52735,5.3,1
5670,13526,5.6,45
5671,9280,6.1,179
5672,65,6.8,2171
5673,117520,0,0
5674,10712,6.9,187
5675,27204,5,4
5676,152023,0,0
5677,10167,4.4,102
5678,672,7.5,7658
5679,16351,5.8,19
5680,542,6.2,45
5681,36584,5.5,6
5682,30192,6.9,14
5683,33251,7.2,30
5684,25466,6.1,37
5685,50677,5,7
5686,2165,5.5,55
5687,25037,7.9,57
5688,11617,6.7,77
5689,24909,5.7,13
5690,81530,6.6,4
5691,34341,4.5,10
5692,18993,6.2,44
5693,53000,3.8,4
5694,29229,4.8,25
5695,11880,6.7,270
5696,63435,6.4,16
5697,80849,6.3,4
5698,1377,6.6,34
5699,11629,5.1,8
5700,2528,6.7,27
5701,12716,7.6,71
5702,12717,7.3,69
5703,13888,5.2,192
5704,48524,5.7,18
5705,10750,6.2,107
5706,44247,6.4,52
5707,45226,6.8,4
5708,96966,5,7
5709,25566,6.9,37
5710,109962,4.9,7
5711,13386,7.7,90
5712,43089,6.4,40
5713,47888,5.6,9
5714,20472,4.9,19
5715,9538,6.6,317
5716,14664,6,34
5717,27997,5.7,21
5718,49934,7.4,17
5719,84735,4.8,8
5720,9317,6.3,208
5721,12528,6.9,98
5722,47890,5.7,3
5723,69014,6.8,14
5724,21515,5.7,32
5725,42371,4.1,7
5726,26325,3.7,31
5727,69169,5.8,8
5728,31921,5.7,12
5729,11524,7.2,166
5730,109264,7.1,6
5731,32077,5.6,40
5732,326890,5,1
5733,277724,0,0
5734,36669,5.8,1366
5735,17187,6.9,134
5736,10426,6,122
